 Ferdik Sandal Ganddal IL;-H21_H1_splits;;1879;0.68161;69,89,64,41,403,269,67,191,43,213,91,95,56,102,38,31,17;0.777173913043478,0.674157303370786,0.91796875,0.878048780487805,0.525124069478908,0.350836431226766,0.908582089552239,0.792539267015707,0.857558139534884,0.706572769953052,0.875,0.689473684210526,1.03348214285714,0.833333333333333,0.990131578947368,0.858870967741935,0.852941176470588;17;17
 Anders Tønnessen Rød Fana IL;-H21_H1_splits;;1906;0.67196;72,81,75,60,277,360,74,192,54,181,117,106,67,102,42,31,15;0.744791666666667,0.740740740740741,0.783333333333333,0.6,0.76398916967509,0.262152777777778,0.822635135135135,0.788411458333333,0.68287037037037,0.831491712707182,0.680555555555556,0.617924528301887,0.863805970149254,0.833333333333333,0.895833333333333,0.858870967741935,0.966666666666667;17;17
 Eivind Lande Bø OL;-H21_H1_splits;;1915;0.66880;68,71,74,49,397,268,86,185,60,196,95,92,69,101,49,36,19;0.788602941176471,0.845070422535211,0.793918918918919,0.73469387755102,0.533060453400504,0.35214552238806,0.707848837209302,0.818243243243243,0.614583333333333,0.767857142857143,0.838157894736842,0.71195652173913,0.838768115942029,0.841584158415842,0.767857142857143,0.739583333333333,0.763157894736842;17;17
 Frank Aasgård NTNUI;-H21_H1_splits;;1930;0.66360;60,74,73,54,371,119,84,201,109,170,106,207,83,119,46,35,19;0.89375,0.810810810810811,0.804794520547945,0.666666666666667,0.570417789757412,0.793067226890756,0.724702380952381,0.753109452736318,0.338302752293578,0.885294117647059,0.751179245283019,0.316425120772947,0.697289156626506,0.714285714285714,0.817934782608696,0.760714285714286,0.763157894736842;17;17
 Boye Dirro Bøhlerengen Østmarka OK;-H21_H1_splits;;1957;0.65445;59,68,175,39,337,245,92,183,156,166,95,73,67,106,45,32,19;0.908898305084746,0.882352941176471,0.335714285714286,0.923076923076923,0.627967359050445,0.385204081632653,0.661684782608696,0.827185792349727,0.236378205128205,0.906626506024096,0.838157894736842,0.897260273972603,0.863805970149254,0.80188679245283,0.836111111111111,0.83203125,0.763157894736842;17;17
 Erik Alexander Thorsson Wing OK;-H21_H1_splits;;2000;0.64037;54,58,61,37,670,201,65,171,44,198,95,92,63,99,42,32,18;0.993055555555556,1.03448275862069,0.963114754098361,0.972972972972973,0.315858208955224,0.46952736318408,0.936538461538462,0.885233918128655,0.838068181818182,0.76010101010101,0.838157894736842,0.71195652173913,0.918650793650794,0.858585858585859,0.895833333333333,0.83203125,0.805555555555556;17;17
 Erlend Moster Knudsen BSI;-H21_H1_splits;;2084;0.61456;67,87,72,45,357,198,70,176,129,251,209,110,72,154,44,27,16;0.800373134328358,0.689655172413793,0.815972222222222,0.8,0.592787114845938,0.476641414141414,0.869642857142857,0.860085227272727,0.285852713178295,0.599601593625498,0.380980861244019,0.595454545454545,0.803819444444444,0.551948051948052,0.855113636363636,0.986111111111111,0.90625;17;17
 Jostein Tafjord Halden SK;-H21_H1_splits;;2246;0.57024;102,85,86,47,391,128,83,212,69,459,139,128,94,115,57,33,18;0.525735294117647,0.705882352941177,0.683139534883721,0.765957446808511,0.541240409207161,0.7373046875,0.733433734939759,0.714033018867924,0.534420289855073,0.327886710239651,0.572841726618705,0.51171875,0.615691489361702,0.739130434782609,0.660087719298246,0.806818181818182,0.805555555555556;17;17
 Anders Daltveit Fana IL;-H21_H1_splits;;2261;0.56645;60,92,66,87,384,122,65,187,45,668,98,109,85,105,49,26,13;0.89375,0.652173913043478,0.890151515151515,0.413793103448276,0.551106770833333,0.773565573770492,0.936538461538462,0.809491978609626,0.819444444444444,0.225299401197605,0.8125,0.600917431192661,0.680882352941176,0.80952380952381,0.767857142857143,1.02403846153846,1.11538461538462;17;17
Andersen Kristiansand OK Jostein;-H21_H2_splits;;1410;1.00843;55,85,59,18,235,69,69,128,70,153,125,48,57,66,87,37,30,19;0.977777777777778,1.00915032679739,1,1.04938271604938,1.0661938534279,1.09178743961353,0.909822866344606,0.985243055555556,0.996825396825397,1.04139433551198,1.01866666666667,1.06018518518519,1.02729044834308,0.922558922558922,0.991060025542784,0.936936936936937,0.903703703703704,0.783625730994152;18;18
Hott Kristiansand OK Holger;-H21_H2_splits;;1461;0.97323;51,85,55,19,254,84,65,123,68,153,136,56,88,62,82,37,27,16;1.05446623093682,1.00915032679739,1.07272727272727,0.994152046783626,0.986439195100612,0.896825396825397,0.965811965811966,1.0252935862692,1.02614379084967,1.04139433551198,0.936274509803922,0.908730158730159,0.66540404040404,0.982078853046595,1.05149051490515,0.936936936936937,1.00411522633745,0.930555555555556;18;18
Lundanes Østmarka OK Olav;-H21_H2_splits;;1499;0.94856;53,86,59,19,245,123,66,131,69,160,134,56,63,64,85,40,30,16;1.0146750524109,0.997416020671835,1,0.994152046783626,1.02267573696145,0.612466124661247,0.951178451178451,0.962680237489398,1.01127214170692,0.995833333333333,0.950248756218905,0.908730158730159,0.929453262786596,0.951388888888889,1.01437908496732,0.866666666666667,0.903703703703704,0.930555555555556;18;18
Tveite Ås-UMB Orientering Håvard;-H21_H2_splits;;1513;0.93978;56,89,62,19,258,74,72,127,74,181,135,54,65,68,92,41,29,17;0.96031746031746,0.963795255930087,0.951612903225806,0.994152046783626,0.97114556416882,1.01801801801802,0.871913580246914,0.993000874890639,0.942942942942943,0.880294659300184,0.94320987654321,0.94238683127572,0.900854700854701,0.895424836601307,0.93719806763285,0.845528455284553,0.934865900383142,0.875816993464052;18;18
 Hans Trøan Nydalens SK;-H21_H2_splits;;1519;0.93607;67,85,60,19,241,76,70,127,94,152,181,47,72,58,91,35,28,16;0.802653399668325,1.00915032679739,0.983333333333333,0.994152046783626,1.03964960811434,0.991228070175439,0.896825396825397,0.993000874890639,0.742316784869976,1.04824561403509,0.703499079189687,1.08274231678487,0.813271604938272,1.04980842911877,0.947496947496948,0.99047619047619,0.968253968253968,0.930555555555556;18;18
 Jon Duncan Kristiansand OK;-H21_H2_splits;;1538;0.92451;54,87,69,19,263,88,64,125,75,218,144,53,57,60,83,36,28,15;0.995884773662551,0.985951468710089,0.855072463768116,0.994152046783626,0.952682720743557,0.856060606060606,0.980902777777778,1.00888888888889,0.93037037037037,0.730886850152905,0.884259259259259,0.960167714884696,1.02729044834308,1.01481481481481,1.03882195448461,0.962962962962963,0.968253968253968,0.992592592592593;18;18
 Stig Alvestad Wing OK;-H21_H2_splits;;1546;0.91972;56,86,60,28,258,91,66,130,75,183,138,60,73,66,90,42,29,15;0.96031746031746,0.997416020671835,0.983333333333333,0.674603174603175,0.97114556416882,0.827838827838828,0.951178451178451,0.97008547008547,0.93037037037037,0.870673952641166,0.922705314009662,0.848148148148148,0.802130898021309,0.922558922558922,0.958024691358025,0.825396825396825,0.934865900383142,0.992592592592593;18;18
 Jarl Magnus Berge Søgne og Songdalen OK;-H21_H2_splits;;1564;0.90914;62,91,59,23,254,82,68,133,78,188,126,77,69,68,97,42,31,16;0.867383512544803,0.942612942612943,1,0.821256038647343,0.986439195100612,0.91869918699187,0.923202614379085,0.948203842940685,0.894586894586895,0.847517730496454,1.01058201058201,0.660894660894661,0.848631239935588,0.895424836601307,0.888888888888889,0.825396825396825,0.874551971326165,0.930555555555556;18;18
 Kristoffer Fiane Pedersen Grane IK;-H21_H2_splits;;1578;0.90107;90,83,61,20,254,93,66,142,82,180,121,63,91,63,90,34,30,15;0.597530864197531,1.0334672021419,0.967213114754098,0.944444444444444,0.986439195100612,0.810035842293907,0.951178451178451,0.88810641627543,0.850948509485095,0.885185185185185,1.05234159779614,0.807760141093474,0.643467643467644,0.966490299823633,0.958024691358025,1.01960784313725,0.903703703703704,0.992592592592593;18;18
 Jim Øystein Nybråten Tyrving IL;-H21_H2_splits;;1587;0.89596;54,110,59,21,327,89,60,123,74,151,123,57,114,62,85,33,29,16;0.995884773662551,0.77979797979798,1,0.8994708994709,0.766224940536867,0.846441947565543,1.0462962962963,1.0252935862692,0.942942942942943,1.05518763796909,1.03523035230352,0.892787524366472,0.51364522417154,0.982078853046595,1.01437908496732,1.05050505050505,0.934865900383142,0.930555555555556;18;18
 Gaute Stavik Nydalens SK;-H21_H2_splits;;1592;0.89315;56,90,67,19,323,76,75,142,83,166,135,59,56,65,93,38,31,18;0.96031746031746,0.953086419753086,0.880597014925373,0.994152046783626,0.775713794289646,0.991228070175439,0.837037037037037,0.88810641627543,0.840696117804551,0.959839357429719,0.94320987654321,0.862523540489642,1.04563492063492,0.936752136752137,0.927120669056153,0.912280701754386,0.874551971326165,0.827160493827161;18;18
 Jon Flydal Nydalens SK;-H21_H2_splits;;1614;0.88097;56,92,76,33,364,73,63,125,67,187,132,55,58,62,93,37,26,15;0.96031746031746,0.932367149758454,0.776315789473684,0.572390572390572,0.688339438339438,1.03196347031963,0.99647266313933,1.00888888888889,1.04145936981758,0.85204991087344,0.964646464646465,0.925252525252525,1.0095785440613,0.982078853046595,0.927120669056153,0.936936936936937,1.04273504273504,0.992592592592593;18;18
 Geir Moholdt Nydalens SK;-H21_H2_splits;;1626;0.87447;53,87,63,21,257,81,73,141,69,268,146,51,67,63,106,36,27,17;1.0146750524109,0.985951468710089,0.936507936507937,0.8994708994709,0.974924340683096,0.930041152263374,0.859969558599696,0.894405043341214,1.01127214170692,0.59452736318408,0.872146118721461,0.997821350762527,0.873963515754561,0.966490299823633,0.813417190775681,0.962962962962963,1.00411522633745,0.875816993464052;18;18
 Kjell Erik Røisland Søgne og Songdalen OK;-H21_H2_splits;;1660;0.85656;53,92,61,19,420,82,71,155,75,154,125,54,62,64,90,37,30,16;1.0146750524109,0.932367149758454,0.967213114754098,0.994152046783626,0.596560846560847,0.91869918699187,0.884194053208138,0.813620071684588,0.93037037037037,1.03463203463203,1.01866666666667,0.94238683127572,0.944444444444444,0.951388888888889,0.958024691358025,0.936936936936937,0.903703703703704,0.930555555555556;18;18
 Jan Kocbach Fana IL;-H21_H2_splits;;1665;0.85399;60,96,68,20,270,83,76,149,79,183,155,80,97,68,101,36,27,17;0.896296296296296,0.893518518518518,0.867647058823529,0.944444444444444,0.92798353909465,0.907630522088353,0.826023391812866,0.846383296047726,0.883263009845288,0.870673952641166,0.821505376344086,0.636111111111111,0.603665521191294,0.895424836601307,0.853685368536854,0.962962962962963,1.00411522633745,0.875816993464052;18;18
 Carl Waaler Kaas NTNUI;-H21_H2_splits;;1667;0.85296;62,102,66,20,259,79,74,139,71,165,132,49,144,71,121,52,39,22;0.867383512544803,0.840958605664488,0.893939393939394,0.944444444444444,0.967395967395967,0.953586497890295,0.848348348348348,0.907274180655476,0.982785602503912,0.965656565656566,0.964646464646465,1.03854875283447,0.406635802469136,0.857589984350548,0.712580348943985,0.666666666666667,0.695156695156695,0.676767676767677;18;18
 Ivar Haugen Kristiansand OK;-H21_H2_splits;;1673;0.84990;67,101,78,22,282,82,73,134,86,186,161,56,74,78,99,43,32,19;0.802653399668325,0.849284928492849,0.756410256410256,0.858585858585859,0.88849487785658,0.91869918699187,0.859969558599696,0.941127694859038,0.811369509043928,0.85663082437276,0.790890269151139,0.908730158730159,0.791291291291291,0.780626780626781,0.870931537598204,0.806201550387597,0.847222222222222,0.783625730994152;18;18
 Gjermund Glesnes Nydalens SK;-H21_H2_splits;;1688;0.84235;55,92,59,19,266,76,72,133,71,340,146,87,58,56,84,31,26,17;0.977777777777778,0.932367149758454,1,0.994152046783626,0.941938178780284,0.991228070175439,0.871913580246914,0.948203842940685,0.982785602503912,0.468627450980392,0.872146118721461,0.58492975734355,1.0095785440613,1.08730158730159,1.02645502645503,1.11827956989247,1.04273504273504,0.875816993464052;18;18
 Jostein Nørbech NTNUI;-H21_H2_splits;;1708;0.83249;57,97,69,19,277,88,67,148,99,205,139,77,86,85,111,42,27,15;0.943469785575049,0.884306987399771,0.855072463768116,0.994152046783626,0.904532691536302,0.856060606060606,0.93698175787728,0.852102102102102,0.704826038159371,0.777235772357724,0.916067146282974,0.660894660894661,0.680878552971576,0.716339869281046,0.776776776776777,0.825396825396825,1.00411522633745,0.992592592592593;18;18
 Johan Bjørnås Frol IL;-H21_H2_splits;;1711;0.83103;59,88,97,22,264,101,55,133,103,275,141,49,57,64,115,38,36,14;0.911487758945386,0.974747474747475,0.608247422680412,0.858585858585859,0.949074074074074,0.745874587458746,1.14141414141414,0.948203842940685,0.677454153182309,0.579393939393939,0.903073286052009,1.03854875283447,1.02729044834308,0.951388888888889,0.74975845410628,0.912280701754386,0.753086419753086,1.06349206349206;18;18
 Felix Breitschädel NTNUI;-H21_H2_splits;;1721;0.82620;56,92,61,23,257,88,71,132,81,302,131,86,73,63,124,34,30,17;0.96031746031746,0.932367149758454,0.967213114754098,0.821256038647343,0.974924340683096,0.856060606060606,0.884194053208138,0.955387205387205,0.861454046639232,0.527593818984547,0.972010178117048,0.591731266149871,0.802130898021309,0.966490299823633,0.695340501792115,1.01960784313725,0.903703703703704,0.875816993464052;18;18
 Hans Aleksander Østhagen NTNUI;-H21_H2_splits;;1723;0.82524;70,93,75,29,281,87,71,146,82,190,174,74,108,62,95,42,29,15;0.768253968253968,0.922341696535245,0.786666666666667,0.651340996168582,0.891656781336497,0.865900383141762,0.884194053208138,0.863774733637747,0.850948509485095,0.83859649122807,0.731800766283525,0.687687687687688,0.542181069958848,0.982078853046595,0.907602339181287,0.825396825396825,0.934865900383142,0.992592592592593;18;18
 Jan Sverre Edstrøm Lillomarka OL;-H21_H2_splits;;1745;0.81484;57,94,69,21,333,90,72,160,86,203,163,66,71,67,106,42,29,16;0.943469785575049,0.912529550827423,0.855072463768116,0.8994708994709,0.752419085752419,0.837037037037037,0.871913580246914,0.788194444444444,0.811369509043928,0.784893267651888,0.78118609406953,0.771043771043771,0.82472613458529,0.908789386401327,0.813417190775681,0.825396825396825,0.934865900383142,0.930555555555556;18;18
 Jørn Sundby Bækkelagets SK;-H21_H2_splits;;1813;0.78427;66,106,76,22,370,90,81,147,87,192,151,63,70,75,113,45,37,22;0.814814814814815,0.809224318658281,0.776315789473684,0.858585858585859,0.677177177177177,0.837037037037037,0.775034293552812,0.857898715041572,0.802043422733078,0.829861111111111,0.84326710816777,0.807760141093474,0.836507936507937,0.811851851851852,0.763028515240905,0.77037037037037,0.732732732732733,0.676767676767677;18;18
 Kjell Arild Karlsen Wing OK;-H21_H2_splits;;1832;0.77614;98,98,71,26,297,89,74,148,69,330,153,55,72,65,99,38,33,17;0.54875283446712,0.875283446712018,0.830985915492958,0.726495726495726,0.843621399176955,0.846441947565543,0.848348348348348,0.852102102102102,1.01127214170692,0.482828282828283,0.832244008714597,0.925252525252525,0.813271604938272,0.936752136752137,0.870931537598204,0.912280701754386,0.821548821548822,0.875816993464052;18;18
 Knut Sveinung Rekaa NTNUI;-H21_H2_splits;;1861;0.76405;62,91,100,23,392,74,62,127,77,262,131,69,154,64,90,40,28,15;0.867383512544803,0.942612942612943,0.59,0.821256038647343,0.639172335600907,1.01801801801802,1.01254480286738,0.993000874890639,0.906204906204906,0.608142493638677,0.972010178117048,0.737520128824477,0.38023088023088,0.951388888888889,0.958024691358025,0.866666666666667,0.968253968253968,0.992592592592593;18;18
 Ivo K Danailov Kristiansand OK;-H21_H2_splits;;1865;0.76241;69,99,74,22,328,107,77,185,97,251,160,53,61,66,125,39,35,17;0.77938808373591,0.866442199775533,0.797297297297297,0.858585858585859,0.763888888888889,0.70404984423676,0.815295815295815,0.681681681681682,0.719358533791523,0.634794156706507,0.795833333333333,0.960167714884696,0.959927140255009,0.922558922558922,0.689777777777778,0.888888888888889,0.774603174603175,0.875816993464052;18;18
 Henning Spjelkavik Tyrving IL;-H21_H2_splits;;1961;0.72508;65,100,73,21,298,100,70,139,96,471,148,58,61,71,102,40,30,18;0.827350427350427,0.857777777777778,0.808219178082192,0.8994708994709,0.840790454884415,0.753333333333333,0.896825396825397,0.907274180655476,0.726851851851852,0.338287331917905,0.86036036036036,0.877394636015326,0.959927140255009,0.857589984350548,0.845315904139434,0.866666666666667,0.903703703703704,0.827160493827161;18;18
 Jørgen Fiskum Frol IL;-H21_H2_splits;;2029;0.70078;66,121,70,22,481,154,64,137,94,259,159,66,74,78,101,39,29,15;0.814814814814815,0.7089072543618,0.842857142857143,0.858585858585859,0.520905520905521,0.489177489177489,0.980902777777778,0.920519059205191,0.742316784869976,0.615186615186615,0.80083857442348,0.771043771043771,0.791291291291291,0.780626780626781,0.853685368536854,0.888888888888889,0.934865900383142,0.992592592592593;18;18
 Lars Martin Hafstad Byåsen IL;-H21_H2_splits;;2183;0.65135;82,117,117,24,414,116,81,173,103,228,176,73,111,105,128,80,36,19;0.655826558265583,0.733143399810066,0.504273504273504,0.787037037037037,0.605206655931294,0.649425287356322,0.775034293552812,0.728965960179833,0.677454153182309,0.698830409356725,0.723484848484849,0.697108066971081,0.527527527527528,0.57989417989418,0.673611111111111,0.433333333333333,0.753086419753086,0.783625730994152;18;18
 Frode Konst Tyrving IL;-H21_H2_splits;;2633;0.54003;84,115,82,36,486,116,90,218,115,533,216,83,132,78,142,48,38,21;0.64021164021164,0.745893719806763,0.719512195121951,0.524691358024691,0.515546410608139,0.649425287356322,0.697530864197531,0.578491335372069,0.606763285024155,0.298936835522201,0.589506172839506,0.613119143239625,0.443602693602694,0.780626780626781,0.607198748043818,0.722222222222222,0.713450292397661,0.708994708994709;18;18
 Robert Fredriksen NTNUI;-H21_H2_splits;;3739;0.38029;93,127,159,25,1310,123,88,214,145,361,307,122,287,134,133,58,35,18;0.578255675029869,0.675415573053368,0.371069182389937,0.755555555555556,0.191263782866836,0.612466124661247,0.713383838383838,0.589304257528557,0.481226053639847,0.441366574330563,0.414766558089034,0.41712204007286,0.204026325977545,0.454394693200663,0.64828738512949,0.597701149425287,0.774603174603175,0.827160493827161;18;18
 Lars Bergerud Tyrving IL;-H21_H2_splits;;4865;0.29227;258,849,75,42,852,427,77,773,127,195,256,136,450,91,155,47,35,20;0.208440999138674,0.1010338960869,0.786666666666667,0.44973544973545,0.294079290558164,0.176424668227947,0.815295815295815,0.163145033778928,0.549431321084864,0.817094017094017,0.497395833333333,0.374183006535948,0.130123456790123,0.669108669108669,0.556272401433692,0.737588652482269,0.774603174603175,0.744444444444444;18;18
 Marius Bjugan Halden SK;-H21_H3_splits;;1301;1.02451;64,50,53,35,202,134,36,142,39,64,124,82,67,52,77,39,27,14;1.07465277777778,0.98,1,1.05714285714286,1.09075907590759,1.05058043117745,1.03086419753086,1.07589984350548,0.98005698005698,0.451388888888889,1.11379928315412,1.04607046070461,0.993366500829187,1.11538461538462,1.001443001443,1.07692307692308,0.946502057613169,0.992063492063492;18;18
